Result,Number,,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point (C),Temperature ('C),Control ('C),AC Conductivity Real (S/m),AC Conductivity Imaginary (S/m),Relative Permittivity Real ,Relative Permittivity Imaginary ,impedance real,impedance imaginary
246,2,105,00:45:13,6.309574,1,0,40,39.74,-233.41,2.14E-06,1.90E-07,540.0397,6100.045,410295.3,-36323.62
247,2,106,00:45:19,5.623414,1,0,40,39.74,-233.41,2.15E-06,1.84E-07,589.5422,6856.624,409742.4,-35230.23
248,2,107,00:45:24,5.011872,1,0,40,39.74,-233.41,2.14E-06,1.84E-07,661.1364,7666.841,411136.7,-35453.64
249,2,108,00:45:29,4.466836,1,0,40,39.74,-233.41,2.14E-06,1.83E-07,737.6645,8605.578,411017.9,-35232.18
250,2,109,00:45:34,3.981072,1,0,40,39.74,-233.41,2.13E-06,1.83E-07,825.2281,9633.567,411962.7,-35289.44
251,2,110,00:45:40,3.548134,1,0,40,39.74,-233.41,2.12E-06,1.78E-07,903.7738,10764.54,413784.3,-34740.66
252,2,111,00:45:45,3.162277,1,0,40,39.74,-233.41,2.11E-06,1.75E-07,995.565,12005.99,416338.3,-34523.75
253,2,112,00:45:51,2.818383,1,0,40,39.74,-233.41,2.11E-06,1.71E-07,1093.16,13431.11,417677.4,-33994.83
254,2,113,00:45:56,2.511887,1,0,40,39.74,-233.41,2.09E-06,1.69E-07,1211.937,14984.71,420087.8,-33975.95
255,2,114,00:46:02,2.238721,1,0,40,39.74,-233.41,2.09E-06,1.67E-07,1339.689,16760.16,421479.2,-33690.08
256,2,115,00:46:07,1.995262,1,0,40,39.74,-233.41,2.08E-06,1.65E-07,1487.66,18694.91,423990,-33739.3
257,2,116,00:46:12,1.778279,1,0,40,39.74,-233.41,2.05E-06,1.53E-07,1544.589,20731.92,429315.7,-31985.28
258,2,117,00:46:22,1.584893,1,0,40,39.74,-233.41,2.04E-06,1.49E-07,1693.003,23127.77,431882.5,-31614.74
259,2,118,00:46:28,1.412537,1,0,40,39.74,-233.41,2.03E-06,1.50E-07,1908.135,25878.08,433045.5,-31930.88
260,2,119,00:46:33,1.258925,1,0,40,39.74,-233.41,2.02E-06,1.47E-07,2097.768,28860.45,435741.4,-31672.56
261,2,120,00:46:39,1.122018,1,0,40,39.74,-233.41,2.02E-06,1.52E-07,2430.439,32365.29,435811.6,-32726.83
262,2,121,00:46:44,1,1,0,40,39.74,-233.41,2.01E-06,1.49E-07,2679.38,36191.82,437356.9,-32378.73
263,2,122,00:46:50,0.8912509,1,0,40,39.74,-233.41,2.01E-06,1.52E-07,3064.826,40458.48,438859.6,-33244.66
264,2,123,00:46:56,0.7943283,1,0,40,39.74,-233.41,1.99E-06,1.49E-07,3382.883,45107.16,441711.7,-33126.87
265,2,124,00:47:01,0.7079458,1,0,40,39.74,-233.41,1.98E-06,1.48E-07,3765.194,50225.96,445100.5,-33367
266,2,125,00:47:07,0.6309573,1,0,40,39.74,-233.41,1.97E-06,1.45E-07,4136.604,56235.64,446133.8,-32816.89
267,2,126,00:47:14,0.5623413,1,0,40,39.74,-233.41,1.97E-06,1.48E-07,4724.558,62866.21,447669,-33643.48
268,2,127,00:47:27,0.5011872,1,0,40,39.74,-233.41,1.97E-06,1.44E-07,5165.994,70518.66,447911,-32812.67
269,2,128,00:47:33,0.4466836,1,0,40,39.74,-233.41,1.95E-06,1.42E-07,5703.204,78499.89,451507.4,-32803.08
270,2,129,00:47:39,0.3981072,1,0,40,39.74,-233.41,1.95E-06,1.44E-07,6482.906,88006.46,451809.5,-33282.09
271,2,130,00:47:46,0.3548134,1,0,40,39.74,-233.41,1.94E-06,1.46E-07,7392.361,98246.08,453997.1,-34160.25
272,2,131,00:47:53,0.3162278,1,0,40,39.74,-233.41,1.94E-06,1.50E-07,8520.641,110098.2,454408.8,-35167.29
273,2,132,00:48:01,0.2818383,1,0,40,39.74,-233.41,1.93E-06,1.52E-07,9679.285,123115.8,455858.9,-35839.34
274,2,133,00:48:10,0.2511886,1,0,40,39.74,-233.41,1.91E-06,1.50E-07,10738.6,136958,459802.3,-36052.18
275,2,134,00:48:16,0.2238721,1,0,40,39.74,-233.41,1.91E-06,1.55E-07,12478.41,153623.8,459732.9,-37342.74
276,2,135,00:48:22,0.1995262,1,0,40,39.74,-233.41,1.90E-06,1.54E-07,13863.05,171359.1,462466.2,-37413.79
277,2,136,00:48:29,0.1778279,1,0,40,39.74,-233.41,1.90E-06,1.53E-07,15460.71,191707.5,463837.4,-37407.29
278,2,137,00:48:36,0.1584893,1,0,40,39.74,-233.41,1.89E-06,1.48E-07,16734.31,214141.4,466096.2,-36423.59
279,2,138,00:48:45,0.1412538,1,0,40,39.74,-233.41,1.88E-06,1.48E-07,18777.04,238759.7,469009.1,-36884.8
280,2,139,00:48:54,0.1258925,1,0,40,39.74,-233.41,1.87E-06,1.50E-07,21422.04,266520.5,471295.2,-37881.14
281,2,140,00:49:04,0.1122018,1,0,40,39.74,-233.41,1.86E-06,1.49E-07,23876.51,298298.6,472493.3,-37819.45
282,2,141,00:49:16,0.1,1,0,40,39.74,-233.41,1.86E-06,1.46E-07,26236.58,334565.5,472798.9,-37076.84
283,3,1,01:00:23,1000000,1,0,50,48.92,-224.23,1.01E-04,2.10E-04,3.77637,1.82175,1649.287,-3418.867
284,3,2,01:00:28,891250.9,1,0,50,48.92,-224.23,9.33E-05,1.93E-04,3.897675,1.881586,1793.72,-3715.663
285,3,3,01:00:34,794328.2,1,0,50,48.92,-224.23,8.59E-05,1.78E-04,4.022398,1.943932,1951.516,-4038.092
286,3,4,01:00:39,707945.8,1,0,50,48.92,-224.23,7.91E-05,1.63E-04,4.150156,2.008896,2124.346,-4388.665
287,3,5,01:00:46,630957.3,1,0,50,48.92,-224.23,7.29E-05,1.50E-04,4.281386,2.077389,2313.93,-4768.885
288,3,6,01:00:51,562341.3,1,0,50,48.92,-224.23,6.73E-05,1.38E-04,4.415809,2.150149,2522.704,-5180.934
289,3,7,01:00:56,501187.3,1,0,50,48.92,-224.23,6.21E-05,1.27E-04,4.553744,2.226813,2752.013,-5627.758
290,3,8,01:01:01,446683.6,1,0,50,48.92,-224.23,5.74E-05,1.17E-04,4.695191,2.308173,3004.515,-6111.662
291,3,9,01:01:07,398107.2,1,0,50,48.92,-224.23,5.30E-05,1.07E-04,4.839461,2.39426,3283.298,-6636.452
292,3,10,01:01:12,354813.4,1,0,50,48.92,-224.23,4.91E-05,9.85E-05,4.987728,2.486291,3590.737,-7203.349
293,3,11,01:01:17,316227.8,1,0,50,48.92,-224.23,4.72E-05,8.93E-05,5.078138,2.684599,4095.032,-7746.086
294,3,12,01:01:22,281838.3,1,0,50,48.92,-224.23,4.36E-05,8.21E-05,5.238304,2.77883,4462.847,-8412.803
295,3,13,01:01:27,251188.6,1,0,50,48.92,-224.23,4.03E-05,7.55E-05,5.402129,2.880681,4869.681,-9132.095
296,3,14,01:01:33,223872.1,1,0,50,48.92,-224.23,3.73E-05,6.94E-05,5.570626,2.991647,5319.466,-9905.163
297,3,15,01:01:38,199526.2,1,0,50,48.92,-224.23,3.45E-05,6.38E-05,5.743955,3.111965,5816.446,-10735.79
298,3,16,01:01:43,177828,1,0,50,48.92,-224.23,3.21E-05,5.86E-05,5.923536,3.244649,6366.055,-11622.08
299,3,17,01:01:48,158489.3,1,0,50,48.92,-224.23,2.99E-05,5.38E-05,6.103634,3.387634,6980.985,-12577.92
300,3,18,01:01:53,141253.8,1,0,50,48.92,-224.23,2.78E-05,4.94E-05,6.291961,3.543432,7656.569,-13595.53
301,3,19,01:01:58,125892.5,1,0,50,48.92,-224.23,2.60E-05,4.54E-05,6.485845,3.711177,8402.225,-14684.16
302,3,20,01:02:04,112201.9,1,0,50,48.92,-224.23,2.43E-05,4.17E-05,6.687534,3.895969,9225.639,-15836.05
303,3,21,01:02:09,100000,1,0,50,48.92,-224.23,2.28E-05,3.84E-05,6.897857,4.09884,10132.67,-17052.08
304,3,22,01:02:14,89125.09,1,0,50,48.92,-224.23,2.14E-05,3.53E-05,7.114284,4.31702,11132.34,-18345.67
305,3,23,01:02:19,79432.82,1,0,50,48.92,-224.23,2.01E-05,3.24E-05,7.339598,4.551338,12226.76,-19717.17
306,3,24,01:02:24,70794.58,1,0,50,48.92,-224.23,1.89E-05,2.98E-05,7.576778,4.802805,13417.04,-21166.37
307,3,25,01:02:32,63095.73,1,0,50,48.92,-224.23,1.78E-05,2.75E-05,7.821008,5.079189,14732.06,-22684.64
308,3,26,01:02:37,56234.13,1,0,50,48.92,-224.23,1.68E-05,2.53E-05,8.07646,5.378753,16167.19,-24275.83
309,3,27,01:02:42,50118.72,1,0,50,48.92,-224.23,1.59E-05,2.32E-05,8.333904,5.707717,17764.23,-25937.76
310,3,28,01:02:48,44668.36,1,0,50,48.92,-224.23,1.51E-05,2.14E-05,8.606517,6.061816,19490.08,-27671.86
311,3,29,01:02:53,39810.72,1,0,50,48.92,-224.23,1.43E-05,1.97E-05,8.899705,6.44846,21342.96,-29456.03
312,3,30,01:02:58,35481.34,1,0,50,48.92,-224.23,1.36E-05,1.81E-05,9.191497,6.872109,23404.17,-31303.25
313,3,31,01:03:03,31622.78,1,0,50,48.92,-224.23,1.29E-05,1.67E-05,9.519996,7.326217,25551.84,-33203.15
314,3,32,01:03:08,28183.83,1,0,50,48.92,-224.23,1.23E-05,1.54E-05,9.840492,7.829168,27958.79,-35141.44
315,3,33,01:03:13,25118.86,1,0,50,48.92,-224.23,1.17E-05,1.42E-05,10.19512,8.378084,30484.87,-37096.43
316,3,34,01:03:19,22387.21,1,0,50,48.92,-224.23,1.12E-05,1.31E-05,10.55496,8.97822,33240.98,-39078.71
317,3,35,01:03:24,19952.62,1,0,50,48.92,-224.23,1.07E-05,1.21E-05,10.93922,9.633178,36166.23,-41069.55
318,3,36,01:03:29,17782.79,1,0,50,48.92,-224.23,1.02E-05,1.12E-05,11.34581,10.34661,39274.59,-43067.46
319,3,37,01:03:34,15848.93,1,0,50,48.92,-224.23,9.81E-06,1.04E-05,11.77117,11.12817,42587.86,-45048.64
320,3,38,01:03:39,14125.38,1,0,50,48.92,-224.23,9.41E-06,9.61E-06,12.23436,11.98019,46037.65,-47014.38
321,3,39,01:03:44,12589.25,1,0,50,48.92,-224.23,9.05E-06,8.90E-06,12.71117,12.91806,49721.96,-48925.64
322,3,40,01:03:50,11220.18,1,0,50,48.92,-224.23,8.70E-06,8.26E-06,13.22792,13.94169,53542.59,-50801.39
323,3,41,01:03:55,10000,1,0,50,48.92,-224.23,8.38E-06,7.67E-06,13.78103,15.06159,57517.01,-52626.85
324,3,42,01:04:00,8912.51,1,0,50,48.92,-224.23,8.07E-06,7.13E-06,14.37168,16.28447,61645.48,-54404.53
325,3,43,01:04:05,7943.282,1,0,50,48.92,-224.23,7.79E-06,6.63E-06,15.00842,17.6207,65900.38,-56130.6
326,3,44,01:04:10,7079.458,1,0,50,48.92,-224.23,7.52E-06,6.18E-06,15.68915,19.08389,70293.03,-57788.95
327,3,45,01:04:16,6309.573,1,0,50,48.92,-224.23,7.26E-06,5.76E-06,16.42341,20.6905,74790.18,-59365.89
328,3,46,01:04:21,5623.413,1,0,50,48.92,-224.23,7.02E-06,5.39E-06,17.22493,22.43651,79365.89,-60930.69
329,3,47,01:04:26,5011.873,1,0,50,48.92,-224.23,6.79E-06,5.04E-06,18.07929,24.34389,84074.68,-62439.1
330,3,48,01:04:31,4466.836,1,0,50,48.92,-224.23,6.57E-06,4.72E-06,18.99114,26.42969,88907.35,-63884.67
331,3,49,01:04:36,3981.072,1,0,50,48.92,-224.23,6.36E-06,4.43E-06,19.99827,28.70412,93763.48,-65325.37
332,3,50,01:04:41,3548.134,1,0,50,48.92,-224.23,6.16E-06,4.16E-06,21.0833,31.18542,98716.78,-66738.71
333,3,51,01:04:47,3162.278,1,0,50,48.92,-224.23,5.96E-06,3.92E-06,22.25749,33.88863,103756.6,-68145.65
334,3,52,01:04:52,2818.383,1,0,50,48.92,-224.23,5.77E-06,3.69E-06,23.53861,36.83027,108860.4,-69573.84
335,3,53,01:04:57,2511.886,1,0,50,48.92,-224.23,5.60E-06,3.48E-06,24.9066,40.0544,114077.6,-70935.64
336,3,54,01:05:02,2238.721,1,0,50,48.92,-224.23,5.42E-06,3.29E-06,26.39687,43.5339,119402.5,-72399.98
337,3,55,01:05:07,1995.262,1,0,50,48.92,-224.23,5.25E-06,3.11E-06,28.00245,47.3401,124822.3,-73834.46
338,3,56,01:05:12,1778.279,1,0,50,48.92,-224.23,5.09E-06,2.94E-06,29.72789,51.47818,130379,-75291.96
339,3,57,01:05:17,1584.893,1,0,50,48.92,-224.23,4.94E-06,2.79E-06,31.5923,55.97956,136054.3,-76782.77
340,3,58,01:05:23,1412.537,1,0,50,48.92,-224.23,4.79E-06,2.64E-06,33.57537,60.90405,141881.5,-78216.84
341,3,59,01:05:28,1258.925,1,0,50,48.92,-224.23,4.64E-06,2.50E-06,35.70948,66.2603,147852.4,-79681.67
342,3,60,01:05:33,1122.018,1,0,50,48.92,-224.23,4.50E-06,2.37E-06,37.98377,72.10145,153994.7,-81125.95
343,3,61,01:05:38,1000,1,0,50,48.92,-224.23,4.36E-06,2.25E-06,40.42125,78.45874,160303.7,-82587.05
344,3,62,01:05:43,891.251,1,0,50,48.92,-224.23,4.24E-06,2.13E-06,42.98022,85.4403,166796.9,-83906.16
345,3,63,01:05:48,794.3282,1,0,50,48.92,-224.23,4.11E-06,2.02E-06,45.71426,93.03248,173482.3,-85245.65
346,3,64,01:05:54,707.9457,1,0,50,48.92,-224.23,3.99E-06,1.91E-06,48.58374,101.3749,180342.5,-86428.78
347,3,65,01:05:59,630.9573,1,0,50,48.92,-224.23,3.88E-06,1.81E-06,51.6464,110.5224,187324,-87535.3
348,3,66,01:06:04,562.3413,1,0,50,48.92,-224.23,3.77E-06,1.71E-06,54.80511,120.5261,194588,-88482.25
349,3,67,01:06:09,501.1872,1,0,50,48.92,-224.23,3.67E-06,1.62E-06,58.07964,131.5878,201978.4,-89148.31
350,3,68,01:06:14,446.6836,1,0,50,48.92,-224.23,3.57E-06,1.53E-06,61.46733,143.7585,209540.7,-89594.02
351,3,69,01:06:19,398.1072,1,0,50,48.92,-224.23,3.48E-06,1.44E-06,65.00061,157.2031,217177.3,-89798.85
352,3,70,01:06:25,354.8134,1,0,50,48.92,-224.23,3.40E-06,1.35E-06,68.61097,172.0108,224979.4,-89738.84
353,3,71,01:06:30,316.2278,1,0,50,48.92,-224.23,3.31E-06,1.27E-06,72.3605,188.417,232782.9,-89398.95
354,3,72,01:06:36,281.8383,1,0,50,48.92,-224.23,3.24E-06,1.20E-06,76.26893,206.5912,240557.1,-88808.38
355,3,73,01:06:42,251.1886,1,0,50,48.92,-224.23,3.17E-06,1.12E-06,80.2421,226.9613,248151.5,-87733.91
356,3,74,01:06:47,223.8721,1,0,50,48.92,-224.23,3.11E-06,1.05E-06,84.35959,249.6051,255619.4,-86392.25
357,3,75,01:06:52,199.5262,1,0,50,48.92,-224.23,3.05E-06,9.81E-07,88.33292,274.9795,262947.5,-84467.8
358,3,76,01:06:57,177.8279,1,0,50,48.92,-224.23,3.00E-06,9.15E-07,92.491,302.972,270221.6,-82492.99
359,3,77,01:07:02,158.4893,1,0,50,48.92,-224.23,2.95E-06,8.56E-07,97.08881,334.2924,277028.3,-80457.55
360,3,78,01:07:07,141.2538,1,0,50,48.92,-224.23,2.90E-06,7.97E-07,101.3684,369.2792,283736.1,-77886.52
361,3,79,01:07:12,125.8925,1,0,50,48.92,-224.23,2.86E-06,7.44E-07,106.2609,408.8423,289651.4,-75282.38
362,3,80,01:07:17,112.2018,1,0,50,48.92,-224.23,2.82E-06,6.93E-07,111.008,452.4731,295695,-72544.65
363,3,81,01:07:22,100,1,0,50,48.92,-224.23,2.79E-06,6.47E-07,116.3853,501.296,301249,-69940.6
364,3,82,01:07:28,89.12509,1,0,50,48.92,-224.23,2.76E-06,6.03E-07,121.644,556.2053,306403.6,-67011.5
365,3,83,01:07:33,79.43282,1,0,50,48.92,-224.23,2.73E-06,5.62E-07,127.2142,617.5199,311256.5,-64121.43
366,3,84,01:07:38,70.79458,1,0,50,48.92,-224.23,2.70E-06,5.26E-07,133.4811,685.8245,315834.8,-61470.5
367,3,85,01:07:43,63.09574,1,0,50,48.92,-224.23,2.69E-06,4.86E-07,138.4254,766.9787,318504.8,-57484.19
368,3,86,01:07:48,56.23413,1,0,50,48.92,-224.23,2.65E-06,4.58E-07,146.4387,847.515,324262.6,-56028.04
369,3,87,01:07:53,50.11872,1,0,50,48.92,-224.23,2.63E-06,4.30E-07,154.1649,941.6757,328421.9,-53767.08
370,3,88,01:07:58,44.66836,1,0,50,48.92,-224.23,2.61E-06,4.05E-07,163.0419,1048.906,331676.9,-51555.86
371,3,89,01:08:03,39.81071,1,0,50,48.92,-224.23,2.59E-06,3.80E-07,171.7937,1168.225,334967,-49258.67
372,3,90,01:08:08,35.48134,1,0,50,48.92,-224.23,2.57E-06,3.58E-07,181.1874,1302.271,337903,-47013.07
373,3,91,01:08:14,31.62278,1,0,50,48.92,-224.23,2.55E-06,3.38E-07,192.0139,1451.521,340771,-45078.75
374,3,92,01:08:19,28.18383,1,0,50,48.92,-224.23,2.55E-06,3.18E-07,202.92,1624.021,342373.8,-42779.29
375,3,93,01:08:24,25.11886,1,0,50,48.92,-224.23,2.53E-06,3.02E-07,216.1531,1808.064,345496.3,-41303.89
376,3,94,01:08:29,22.38721,1,0,50,48.92,-224.23,2.51E-06,2.87E-07,230.2501,2013.84,348461.6,-39840.96
377,3,95,01:08:34,19.95262,1,0,50,48.92,-224.23,2.50E-06,2.71E-07,244.5603,2249.625,350435.1,-38096.35
378,3,96,01:08:39,17.78279,1,0,50,48.92,-224.23,2.48E-06,2.58E-07,260.9634,2507.837,353056,-36738.71
379,3,97,01:08:44,15.84893,1,0,50,48.92,-224.23,2.54E-06,2.50E-07,282.9744,2876.16,345798.8,-34021.82
380,3,98,01:08:50,14.12538,1,0,50,48.92,-224.23,2.54E-06,2.43E-07,308.7441,3236.899,344951.2,-32902.36
381,3,99,01:08:55,12.58925,1,0,50,48.92,-224.23,2.53E-06,2.32E-07,331.325,3614.254,346870.5,-31798.22
382,3,100,01:09:00,11.22018,1,0,50,48.92,-224.23,2.52E-06,2.23E-07,357.9825,4030.847,349150,-31008.27
383,3,101,01:09:05,10,1,0,50,48.92,-224.23,2.51E-06,2.16E-07,387.9456,4503.282,350816.5,-30221.89
384,3,102,01:09:10,8.91251,1,0,50,48.92,-224.23,2.50E-06,2.07E-07,417.6951,5046.932,351421.4,-29084.41
385,3,103,01:09:15,7.943283,1,0,50,48.92,-224.23,2.48E-06,2.02E-07,456.6184,5614.856,354502.1,-28829.27
386,3,104,01:09:21,7.079458,1,0,50,48.92,-224.23,2.47E-06,1.95E-07,495.8157,6266.606,356514.8,-28207.56
387,3,105,01:09:26,6.309574,1,0,50,48.92,-224.23,2.46E-06,1.88E-07,535.6328,7004.501,358022.9,-27377.94
388,3,106,01:09:31,5.623414,1,0,50,48.92,-224.23,2.45E-06,1.84E-07,588.0179,7828.485,359500.1,-27002.99
389,3,107,01:09:36,5.011872,1,0,50,48.92,-224.23,2.43E-06,1.81E-07,647.7458,8709.449,362605.2,-26967.95
390,3,108,01:09:42,4.466836,1,0,50,48.92,-224.23,2.42E-06,1.77E-07,712.9184,9727.334,364334.1,-26702.12
391,3,109,01:09:47,3.981072,1,0,50,48.92,-224.23,2.41E-06,1.74E-07,787.6299,10866.98,365962,-26524.64
392,3,110,01:09:52,3.548134,1,0,50,48.92,-224.23,2.40E-06,1.72E-07,872.6165,12162.97,366902.7,-26322.95
393,3,111,01:09:58,3.162277,1,0,50,48.92,-224.23,2.39E-06,1.68E-07,957.6707,13565.86,369159.6,-26060.52
394,3,112,01:10:03,2.818383,1,0,50,48.92,-224.23,2.38E-06,1.65E-07,1055.094,15189.27,369992.5,-25700.82
395,3,113,01:10:09,2.511887,1,0,50,48.92,-224.23,2.37E-06,1.64E-07,1172.398,16942.67,372189,-25754.71
396,3,114,01:10:14,2.238721,1,0,50,48.92,-224.23,2.36E-06,1.62E-07,1301.65,18973.72,372931.1,-25584.11
397,3,115,01:10:19,1.995262,1,0,50,48.92,-224.23,2.35E-06,1.61E-07,1447.833,21168.63,375060,-25652.32
398,3,116,01:10:25,1.778279,1,0,50,48.92,-224.23,2.34E-06,1.59E-07,1609.889,23616.75,377213.2,-25713.6
399,3,117,01:10:35,1.584893,1,0,50,48.92,-224.23,2.33E-06,1.60E-07,1810.624,26392.33,378707,-25980.89
400,3,118,01:10:40,1.412537,1,0,50,48.92,-224.23,2.32E-06,1.58E-07,2015.184,29474.69,380492.3,-26014.25
401,3,119,01:10:46,1.258925,1,0,50,48.92,-224.23,2.31E-06,1.56E-07,2233.652,32932.01,382127.9,-25918.28
402,3,120,01:10:52,1.122018,1,0,50,48.92,-224.23,2.30E-06,1.56E-07,2502.088,36767.05,384020.9,-26133.57
403,3,121,01:10:57,1,1,0,50,48.92,-224.23,2.29E-06,1.56E-07,2811.196,41109.69,385345.2,-26350.98
404,3,122,01:11:03,0.8912509,1,0,50,48.92,-224.23,2.28E-06,1.58E-07,3181.399,45949.8,386776.2,-26778.99
405,3,123,01:11:09,0.7943283,1,0,50,48.92,-224.23,2.27E-06,1.58E-07,3573.33,51285.56,388796.1,-27089.43
406,3,124,01:11:18,0.7079458,1,0,50,48.92,-224.23,2.26E-06,1.57E-07,3987.388,57427.64,389592.5,-27050.67
407,3,125,01:11:24,0.6309573,1,0,50,48.92,-224.23,2.25E-06,1.56E-07,4450.88,64011.5,392163.9,-27268.14
408,3,126,01:11:31,0.5623413,1,0,50,48.92,-224.23,2.23E-06,1.55E-07,4957.742,71388.4,394550.9,-27400.55
409,3,127,01:11:44,0.5011872,1,0,50,48.92,-224.23,2.22E-06,1.56E-07,5577.607,79751.11,396245.6,-27712.49
410,3,128,01:11:50,0.4466836,1,0,50,48.92,-224.23,2.21E-06,1.56E-07,6287.647,88969.57,398487.8,-28161.89
411,3,129,01:11:56,0.3981072,1,0,50,48.92,-224.23,2.20E-06,1.56E-07,7049.775,99500.14,399780.7,-28325.23
412,3,130,01:12:03,0.3548134,1,0,50,48.92,-224.23,2.20E-06,1.59E-07,8048.06,111556.5,400009.9,-28858.05
413,3,131,01:12:10,0.3162278,1,0,50,48.92,-224.23,2.19E-06,1.59E-07,9027.628,124309.2,402747.2,-29248.46
414,3,132,01:12:18,0.2818383,1,0,50,48.92,-224.23,2.18E-06,1.58E-07,10104.42,138957.7,404247.5,-29395.19
415,3,133,01:12:27,0.2511886,1,0,50,48.92,-224.23,2.17E-06,1.57E-07,11257.75,155264.7,405948,-29433.99
416,3,134,01:12:33,0.2238721,1,0,50,48.92,-224.23,2.16E-06,1.58E-07,12697.18,173063.1,408586.8,-29976.93
417,3,135,01:12:39,0.1995262,1,0,50,48.92,-224.23,2.15E-06,1.56E-07,14024.29,193404.9,410275.3,-29750.14
418,3,136,01:12:46,0.1778279,1,0,50,48.92,-224.23,2.14E-06,1.57E-07,15833.07,216390.7,411398.7,-30101.61
419,3,137,01:12:53,0.1584893,1,0,50,48.92,-224.23,2.12E-06,1.47E-07,16691.02,240636.1,415312.6,-28806.94
420,3,138,01:13:02,0.1412538,1,0,50,48.92,-224.23,2.10E-06,1.51E-07,19174.63,267744,418676.6,-29983.75
421,3,139,01:13:11,0.1258925,1,0,50,48.92,-224.23,2.10E-06,1.51E-07,21583.68,299146.3,420418.4,-30333.57
422,3,140,01:13:21,0.1122018,1,0,50,48.92,-224.23,2.10E-06,1.50E-07,24084.7,336757,419071.3,-29971.78
423,3,141,01:13:33,0.1,1,0,50,48.92,-224.23,2.08E-06,1.49E-07,26869.19,374281.4,423047.8,-30370.07
424,4,1,01:24:50,1000000,1,0,60,59.44,-213.71,1.07E-04,2.27E-04,4.088939,1.924703,1499.841,-3186.341
425,4,2,01:24:56,891250.9,1,0,60,59.44,-213.71,9.84E-05,2.09E-04,4.214684,1.984182,1632.794,-3468.285
426,4,3,01:25:01,794328.2,1,0,60,59.44,-213.71,9.04E-05,1.92E-04,4.344035,2.046456,1778.236,-3774.681
427,4,4,01:25:06,707945.8,1,0,60,59.44,-213.71,8.32E-05,1.76E-04,4.47608,2.111847,1938.215,-4108.064
428,4,5,01:25:13,630957.3,1,0,60,59.44,-213.71,7.66E-05,1.62E-04,4.610959,2.18204,2115.136,-4469.581
429,4,6,01:25:18,562341.3,1,0,60,59.44,-213.71,7.06E-05,1.49E-04,4.748829,2.256969,2310.599,-4861.672
430,4,7,01:25:23,501187.3,1,0,60,59.44,-213.71,6.52E-05,1.36E-04,4.89017,2.336799,2526.229,-5286.586
431,4,8,01:25:29,446683.6,1,0,60,59.44,-213.71,6.02E-05,1.25E-04,5.03462,2.422442,2765.041,-5746.652
432,4,9,01:25:34,398107.2,1,0,60,59.44,-213.71,5.57E-05,1.15E-04,5.182109,2.51426,3029.769,-6244.618
433,4,10,01:25:39,354813.4,1,0,60,59.44,-213.71,5.16E-05,1.05E-04,5.332121,2.61221,3323.576,-6784.184
434,4,11,01:25:44,316227.8,1,0,60,59.44,-213.71,4.78E-05,9.65E-05,5.486809,2.71819,3648.737,-7365.166
435,4,12,01:25:49,281838.3,1,0,60,59.44,-213.71,4.59E-05,8.75E-05,5.583416,2.928396,4160.184,-7931.999
436,4,13,01:25:55,251188.6,1,0,60,59.44,-213.71,4.25E-05,8.03E-05,5.749598,3.040206,4553.816,-8612.117
437,4,14,01:26:00,223872.1,1,0,60,59.44,-213.71,3.94E-05,7.37E-05,5.920044,3.163304,4991.528,-9341.519
438,4,15,01:26:05,199526.2,1,0,60,59.44,-213.71,3.66E-05,6.77E-05,6.095189,3.298088,5477.49,-10122.94
439,4,16,01:26:10,177828,1,0,60,59.44,-213.71,3.41E-05,6.21E-05,6.276174,3.446136,6016.187,-10956.8
440,4,17,01:26:15,158489.3,1,0,60,59.44,-213.71,3.18E-05,5.69E-05,6.458357,3.610565,6622.755,-11846.38
